0 360 0 
0 328 0 
0 338 0 
0 319 0 
0 338 0 
0 337 0 
0 300 0 
0 322 0 
0 328 0 
0 321 0 
0 308 0 
0 336 0 
0 295 0 
0 270 2 
0 297 0 
0 316 0 
0 281 0 
0 320 0 
0 322 12 
0 277 0 
0 266 0 
0 305 0 
0 271 0 
0 338 0 
0 320 0 
0 331 0 
0 332 0 
0 279 0 
0 291 6 
0 280 0 
0 345 0 
0 305 0 
0 346 0 
0 287 0 
0 312 0 
0 287 0 
0 345 9 
0 320 0 
0 326 0 
0 358 3 
0 359 0 
0 314 10 
0 318 2 
0 293 0 
0 291 0 
0 318 0 
0 342 0 
0 361 0 
0 323 0 
0 326 0 
0 284 0 
0 316 10 
0 319 0 
0 285 0 
0 308 0 
0 316 0 
0 339 0 
0 330 12 
0 276 3 
0 325 1 
0 307 0 
0 294 0 
0 321 0 
0 287 0 
0 359 0 
0 312 0 
0 316 0 
0 346 0 
0 330 0 
0 326 0 
0 325 0 
0 317 0 
0 281 0 
0 273 0 
0 313 0 
0 298 0 
0 264 0 
0 302 2 
0 331 0 
0 322 0 
0 357 0 
0 342 0 
0 323 0 
0 300 0 
0 343 0 
0 300 0 
0 328 0 
0 340 0 
0 304 0 
0 309 0 
0 281 0 
0 331 4 
0 301 0 
0 285 0 
0 346 0 
0 275 14 
0 296 0 
0 284 0 
0 331 0 
0 264 0 
0 341 0 
0 279 0 
0 281 0 
0 319 2 
0 283 53 
0 326 0 
0 324 0 
0 265 2 
0 301 0 
0 325 0 
0 313 0 
0 309 0 
0 306 0 
0 274 0 
0 315 0 
0 345 0 
0 320 0 
0 282 0 
0 285 0 
0 280 0 
0 336 0 
0 301 0 
0 330 0 
0 299 1 
0 301 0 
0 332 0 
0 295 0 
0 316 0 
0 275 0 
0 291 0 
0 299 0 
0 317 0 
0 311 0 
0 277 0 
0 370 0 
0 304 0 
0 287 0 
0 281 0 
0 317 0 
0 283 0 
0 311 0 
0 298 0 
0 310 34 
0 350 0 
0 307 0 
0 333 0 
0 306 0 
0 303 0 
0 295 0 
0 335 0 
0 284 0 
0 307 0 
0 270 0 
0 333 0 
0 284 13 
0 317 0 
0 291 0 
0 319 1 
0 324 0 
0 342 0 
0 350 0 
0 311 3 
0 298 0 
0 338 0 
0 282 0 
0 312 0 
0 309 0 
0 301 0 
0 264 0 
0 313 0 
0 308 0 
0 333 0 
0 316 0 
0 306 0 
0 332 0 
0 301 0 
0 316 0 
0 318 0 
0 319 0 
0 362 0 
0 313 0 
0 278 0 
0 356 0 
0 342 0 
0 274 0 
0 294 0 
0 345 0 
0 320 0 
0 316 0 
0 281 0 
0 278 0 
0 284 0 
0 294 0 
0 326 0 
0 285 0 
0 311 0 
0 273 0 
0 305 0 
0 331 0 
0 319 0 
0 358 0 
0 306 1 
0 328 0 
0 309 0 
0 288 0 
0 266 0 
0 293 0 
0 301 0 
0 278 0 
0 351 0 
0 321 0 
0 264 0 
0 320 1 
0 288 0 
0 310 0 
0 293 0 
0 278 0 
0 304 0 
0 280 0 
0 289 0 
0 325 1 
0 317 1 
0 338 0 
0 264 0 
0 370 0 
0 328 3 
0 312 0 
0 307 0 
0 353 0 
0 318 0 
0 271 0 
0 321 0 
0 297 0 
0 333 0 
0 299 13 
0 362 0 
0 359 0 
0 295 0 
0 326 0 
0 300 0 
0 276 23 
0 293 0 
0 285 6 
0 304 0 
0 257 0 
0 313 0 
0 306 0 
0 297 0 
0 284 0 
0 298 0 
0 328 0 
0 301 0 
0 326 0 
0 306 12 
0 299 13 
0 299 0 
0 312 0 
0 280 0 
0 302 0 
0 275 0 
0 328 0 
0 342 2 
0 312 0 
0 333 0 
0 364 0 
0 331 0 
0 363 0 
0 295 6 
0 310 1 
0 331 0 
0 307 0 
0 305 0 
0 292 0 
0 330 0 
0 306 0 
0 307 0 
0 273 0 
0 325 0 
0 334 0 
0 331 0 
0 333 0 
0 324 0 
0 326 0 
0 337 0 
0 333 0 
0 303 0 
0 279 2 
0 319 0 
0 321 0 
0 339 0 
0 309 0 
0 289 0 
0 305 0 
0 314 0 
0 322 0 
0 356 0 
0 298 0 
0 294 0 
0 306 0 
0 327 0 
0 348 0 
0 308 0 
0 258 5 
0 333 0 
0 339 0 
0 301 0 
0 296 0 
0 316 0 
0 287 2 
0 293 0 
0 302 0 
0 302 0 
0 316 0 
0 340 0 
0 308 0 
0 289 0 
0 259 0 
0 303 0 
0 301 0 
0 322 0 
0 304 0 
0 287 0 
0 306 0 
0 262 0 
0 348 0 
0 315 0 
0 303 0 
0 320 0 
0 326 0 
0 325 0 
0 314 0 
0 323 0 
0 320 0 
0 336 0 
0 287 0 
0 324 0 
0 315 0 
0 328 0 
0 292 14 
0 336 0 
0 317 0 
0 304 0 
0 336 0 
0 341 0 
0 326 0 
0 302 0 
0 339 0 
0 323 3 
0 336 0 
0 268 0 
0 318 7 
0 318 0 
0 281 0 
0 284 0 
0 282 6 
0 373 0 
0 319 0 
0 329 0 
0 330 0 
0 306 0 
0 321 0 
0 278 0 
0 311 0 
0 312 0 
0 336 0 
0 312 4 
0 274 1 
0 275 0 
0 326 0 
0 361 13 
0 321 0 
0 339 0 
0 278 2 
0 297 0 
0 346 0 
0 326 0 
0 301 0 
0 314 0 
0 337 0 
0 247 6 
0 284 0 
0 313 0 
