0 289 0 
0 308 0 
0 292 0 
0 306 0 
0 306 0 
0 286 0 
0 324 0 
0 312 0 
0 332 0 
0 294 0 
0 315 0 
0 320 0 
0 292 0 
0 303 0 
0 276 0 
0 301 0 
0 347 0 
0 346 0 
0 326 2 
0 272 0 
0 309 0 
0 284 1 
0 295 0 
0 288 0 
0 319 4 
0 363 0 
0 348 0 
0 305 12 
0 283 0 
0 286 0 
0 301 0 
0 353 0 
0 274 0 
0 338 0 
0 295 0 
0 299 0 
0 368 0 
0 313 0 
0 305 0 
0 339 0 
0 290 0 
0 290 0 
0 300 0 
0 349 0 
0 344 0 
0 309 0 
0 294 0 
0 310 7 
0 289 0 
0 291 0 
0 299 0 
0 348 0 
0 349 0 
0 339 0 
0 327 0 
0 308 0 
0 308 2 
0 332 0 
0 316 3 
0 358 0 
0 268 0 
0 296 0 
0 307 0 
0 341 0 
0 308 0 
0 317 0 
0 288 5 
0 331 0 
0 294 0 
0 301 0 
0 305 3 
0 328 0 
0 275 0 
0 323 0 
0 326 0 
0 299 0 
0 308 0 
0 338 0 
0 305 0 
0 310 0 
0 259 0 
0 342 0 
0 301 0 
0 308 3 
0 329 0 
0 300 0 
0 342 0 
0 259 0 
0 312 0 
0 351 0 
0 304 0 
0 312 0 
0 299 0 
0 305 0 
0 320 40 
0 276 0 
0 313 0 
0 280 0 
0 292 0 
0 258 2 
0 354 0 
0 305 0 
0 297 0 
0 290 0 
0 286 1 
0 317 0 
0 306 0 
0 308 0 
0 328 0 
0 308 0 
0 297 0 
0 283 0 
0 343 0 
0 332 0 
0 346 0 
0 360 0 
0 309 0 
0 334 0 
0 337 0 
0 319 0 
0 331 0 
0 293 0 
0 340 0 
0 296 0 
0 358 0 
0 306 0 
0 283 0 
0 308 0 
0 277 1 
0 340 0 
0 343 0 
0 312 0 
0 332 0 
0 345 0 
0 308 0 
0 351 0 
0 318 0 
0 350 0 
0 311 0 
0 282 4 
0 307 0 
0 313 0 
0 297 0 
0 288 0 
0 299 0 
0 340 24 
0 290 1 
0 298 0 
