0 0 267 
0 0 318 
0 0 278 
0 0 315 
0 4 332 
0 2 303 
0 0 298 
0 0 313 
0 0 305 
0 0 315 
0 0 277 
0 0 369 
0 0 280 
0 0 248 
0 0 353 
0 0 320 
0 0 283 
0 0 233 
0 0 299 
0 0 312 
0 0 308 
0 0 296 
0 0 360 
0 0 276 
0 0 303 
0 0 348 
0 4 269 
0 0 261 
0 0 314 
0 0 317 
0 0 275 
0 0 300 
0 1 270 
0 16 343 
0 0 333 
0 0 325 
0 0 330 
0 0 311 
0 0 251 
0 0 295 
0 13 291 
0 0 372 
0 0 403 
0 0 360 
0 0 333 
0 0 286 
0 0 320 
0 0 297 
0 0 302 
0 0 346 
0 0 259 
0 0 326 
0 0 339 
0 0 321 
0 0 291 
0 0 313 
0 0 218 
0 0 308 
0 0 310 
0 1 333 
0 0 308 
0 0 276 
0 0 295 
0 0 304 
0 0 288 
0 0 308 
0 0 268 
0 0 292 
0 0 373 
0 0 356 
0 14 265 
0 0 279 
0 0 289 
0 0 387 
0 1 267 
0 0 294 
0 0 285 
0 0 290 
0 2 305 
0 4 326 
0 0 284 
0 0 332 
0 0 333 
0 2 283 
0 0 285 
0 0 324 
0 0 299 
0 0 266 
0 0 320 
0 0 335 
0 0 288 
0 0 350 
0 0 245 
0 0 284 
0 0 378 
0 0 343 
0 0 294 
0 0 270 
0 0 314 
0 0 354 
0 0 310 
0 0 311 
0 0 307 
0 0 292 
0 0 301 
0 5 251 
0 0 315 
0 0 320 
0 0 274 
0 0 364 
0 0 326 
0 0 291 
0 9 303 
0 0 302 
0 0 359 
0 0 270 
0 0 383 
0 0 301 
0 1 303 
0 0 320 
0 7 304 
0 0 297 
0 0 345 
0 0 294 
0 0 267 
0 0 249 
0 0 340 
0 0 309 
0 0 285 
0 0 316 
0 0 304 
0 0 276 
0 0 307 
0 0 335 
0 0 285 
0 0 358 
0 0 301 
0 0 258 
0 0 272 
0 0 296 
0 0 319 
0 0 264 
0 0 293 
0 0 288 
0 0 303 
0 0 315 
0 0 225 
0 0 369 
0 0 332 
0 0 270 
0 0 341 
0 0 347 
0 0 301 
0 0 276 
0 0 287 
0 0 265 
0 0 325 
0 0 289 
0 0 283 
0 0 298 
0 7 262 
0 0 317 
0 0 256 
0 0 314 
0 0 282 
0 0 304 
0 0 292 
0 0 249 
0 4 277 
0 0 287 
0 0 338 
0 0 333 
0 0 356 
0 0 284 
0 0 347 
0 0 337 
0 0 328 
0 0 291 
0 0 344 
0 0 325 
0 0 330 
0 0 330 
0 0 310 
0 0 321 
0 0 318 
0 0 252 
0 0 335 
0 0 287 
0 0 361 
0 0 307 
0 0 314 
0 0 330 
0 0 312 
0 1 294 
0 0 296 
0 0 339 
0 0 298 
0 0 363 
0 0 314 
0 0 312 
0 0 351 
0 2 286 
0 0 271 
0 0 290 
0 5 287 
0 0 268 
0 0 294 
0 0 324 
0 0 290 
0 0 271 
0 0 297 
0 2 328 
0 1 317 
0 0 297 
0 0 325 
0 0 345 
0 0 257 
0 0 385 
0 0 356 
0 0 379 
0 0 311 
0 0 300 
0 0 283 
0 0 271 
0 3 339 
0 10 295 
0 0 325 
0 0 341 
0 0 277 
0 0 301 
0 0 293 
0 1 297 
0 0 303 
0 0 266 
0 0 347 
0 0 365 
0 0 311 
0 0 280 
0 0 292 
0 0 317 
0 0 420 
0 0 266 
0 0 291 
0 0 358 
0 0 315 
0 0 283 
0 0 254 
0 0 323 
0 0 310 
0 0 345 
0 0 277 
0 0 315 
0 0 331 
0 0 293 
0 0 357 
0 0 298 
0 0 300 
0 0 287 
0 0 308 
0 0 261 
0 2 369 
0 0 332 
0 0 273 
0 0 295 
0 0 328 
0 17 286 
0 0 322 
0 0 289 
0 3 296 
0 0 359 
0 3 269 
0 0 343 
0 2 332 
0 9 289 
0 0 300 
0 0 291 
0 0 364 
0 28 329 
0 0 341 
0 0 288 
0 0 324 
0 0 386 
0 0 355 
0 0 283 
0 13 340 
0 0 288 
0 0 296 
0 0 285 
0 0 319 
0 0 311 
0 0 454 
0 0 301 
0 0 299 
0 0 293 
0 0 308 
0 15 307 
0 0 335 
0 0 302 
0 0 307 
0 0 343 
0 0 387 
0 0 295 
0 0 286 
0 0 244 
0 0 382 
0 6 262 
0 0 248 
0 0 287 
0 0 298 
0 0 274 
0 2 337 
0 0 364 
0 5 310 
0 0 294 
0 0 321 
0 0 289 
0 0 313 
0 1 275 
0 0 320 
0 0 269 
0 2 269 
0 0 358 
0 0 293 
0 0 299 
0 0 267 
0 0 319 
0 0 274 
0 0 329 
0 9 310 
0 0 308 
0 0 249 
0 0 338 
0 0 295 
0 0 243 
0 0 303 
0 0 299 
0 0 292 
0 0 279 
0 0 318 
0 0 285 
0 0 346 
0 0 271 
0 0 336 
0 0 328 
0 6 337 
0 0 289 
0 0 287 
0 0 312 
0 0 277 
0 0 378 
0 0 318 
0 0 284 
0 0 336 
0 0 300 
0 0 338 
0 0 302 
0 0 311 
0 0 313 
0 0 324 
0 0 316 
0 5 323 
0 21 312 
0 0 323 
0 0 285 
0 0 292 
0 0 301 
0 0 304 
0 0 308 
0 0 314 
0 0 322 
0 0 277 
0 0 307 
0 0 423 
0 0 295 
0 3 261 
0 0 318 
0 0 366 
0 0 328 
0 0 332 
0 0 318 
0 0 329 
0 0 308 
0 0 326 
0 0 341 
0 0 245 
0 0 348 
0 0 287 
0 0 325 
0 1 314 
0 0 321 
0 0 325 
0 0 290 
0 0 294 
0 0 312 
0 13 323 
0 0 304 
0 0 272 
0 0 263 
0 0 312 
0 13 327 
0 0 282 
0 0 334 
0 0 334 
0 0 307 
0 0 293 
0 6 317 
0 0 311 
0 0 333 
0 0 256 
0 0 295 
0 0 328 
0 16 304 
0 0 330 
0 0 329 
0 0 290 
0 0 336 
0 0 298 
0 0 304 
0 0 293 
0 0 287 
0 0 285 
0 0 291 
0 0 312 
0 0 290 
0 0 305 
0 0 298 
0 0 266 
0 0 347 
0 0 263 
0 0 285 
0 0 317 
0 0 286 
0 0 306 
0 0 260 
0 0 318 
0 0 267 
0 0 279 
0 0 302 
0 0 313 
0 0 333 
0 0 250 
0 0 398 
0 0 279 
0 0 321 
0 3 345 
0 0 294 
0 0 318 
0 0 323 
0 0 337 
0 11 343 
0 0 301 
0 0 202 
0 0 299 
0 0 315 
0 0 274 
0 0 338 
0 0 314 
0 0 294 
0 0 346 
0 0 337 
0 1 296 
0 0 285 
0 0 282 
0 0 322 
0 0 267 
0 0 334 
0 0 289 
0 0 294 
0 0 287 
0 1 278 
0 0 308 
0 0 317 
0 0 320 
0 0 311 
0 0 348 
0 0 314 
0 0 363 
0 0 331 
0 0 332 
0 0 320 
0 0 290 
0 0 292 
0 0 349 
0 0 309 
0 0 295 
0 0 293 
0 0 313 
0 0 391 
0 0 310 
0 0 326 
0 0 283 
0 0 321 
0 0 279 
0 0 320 
0 0 324 
0 0 287 
0 0 336 
0 0 306 
0 19 309 
0 0 357 
0 1 304 
0 0 309 
0 0 307 
0 4 365 
0 0 299 
0 0 316 
0 2 295 
0 0 323 
0 7 316 
0 0 309 
0 0 297 
0 0 338 
0 0 304 
0 0 293 
0 0 317 
0 0 307 
0 0 370 
0 0 278 
0 0 316 
0 0 351 
0 0 288 
0 0 283 
0 0 280 
0 0 283 
0 0 310 
0 0 297 
0 0 304 
0 0 304 
0 4 323 
0 0 200 
0 0 282 
0 0 404 
0 1 332 
0 0 284 
0 0 321 
0 0 250 
0 0 297 
0 0 328 
0 0 269 
0 0 327 
0 0 339 
0 0 442 
0 0 287 
0 0 414 
0 0 268 
0 17 263 
0 0 289 
0 0 312 
0 0 364 
0 2 301 
0 0 340 
0 0 296 
0 20 286 
0 3 301 
0 0 275 
0 0 277 
0 0 280 
0 8 335 
0 0 327 
0 0 276 
0 0 294 
0 0 292 
0 1 294 
0 0 268 
0 0 323 
0 0 428 
0 0 296 
0 0 335 
0 0 269 
0 0 289 
0 4 349 
0 0 327 
0 2 343 
0 2 262 
0 6 279 
0 2 406 
0 0 333 
0 0 315 
0 0 294 
0 0 285 
0 0 277 
0 0 300 
0 0 279 
0 0 249 
0 0 341 
0 3 265 
0 0 316 
0 0 291 
0 0 331 
0 0 329 
0 0 285 
0 0 266 
0 0 328 
0 0 286 
0 0 288 
0 0 323 
0 0 263 
0 0 332 
0 0 302 
0 0 311 
0 0 290 
0 13 335 
0 0 380 
0 0 311 
0 0 295 
0 0 348 
0 8 300 
